Κωδικός_Φορέα,Ονομασία_Φορέα,Κωδικός_Υπηρεσίας,Ονομασία_Υπηρεσίας,Κωδικός_Δαπάνης,Ονομασία_Δαπάνης,2025
1031,ΥΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,1031-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Περιβάλλοντος και Ενέργειας, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",31,Πάγια περιουσιακά στοιχεία,35000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης",21,Παροχές σε εργαζομένους,1920000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης",24,Αγορές αγαθών και υπηρεσιών,471000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης",31,Πάγια περιουσιακά στοιχεία,10000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-203-0000000,Γενική Γραμματεία Κοινωνικών Ασφαλίσεων,21,Παροχές σε εργαζομένους,1819000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-203-0000000,Γενική Γραμματεία Κοινωνικών Ασφαλίσεων,23,Μεταβιβάσεις,16752410000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-203-0000000,Γενική Γραμματεία Κοινωνικών Ασφαλίσεων,24,Αγορές αγαθών και υπηρεσιών,43000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-203-0000000,Γενική Γραμματεία Κοινωνικών Ασφαλίσεων,29,Πιστώσεις υπό κατανομή,109086000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-209-0000000,Γενική Γραμματεία Εργασιακών Σχέσεων,21,Παροχές σε εργαζομένους,2071000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-209-0000000,Γενική Γραμματεία Εργασιακών Σχέσεων,23,Μεταβιβάσεις,1298300000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-209-0000000,Γενική Γραμματεία Εργασιακών Σχέσεων,24,Αγορές αγαθών και υπηρεσιών,1757000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",21,Παροχές σε εργαζομένους,6343000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",23,Μεταβιβάσεις,1913000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",24,Αγορές αγαθών και υπηρεσιών,5465000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εργασίας και Κοινωνικής Ασφάλισης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",31,Πάγια περιουσιακά στοιχεία,1340000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-801-0000000,"Ανεξάρτητη Διοικητική Αρχή ""Επιθεώρηση Εργασίας""",21,Παροχές σε εργαζομένους,27299000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-801-0000000,"Ανεξάρτητη Διοικητική Αρχή ""Επιθεώρηση Εργασίας""",23,Μεταβιβάσεις,5000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-801-0000000,"Ανεξάρτητη Διοικητική Αρχή ""Επιθεώρηση Εργασίας""",24,Αγορές αγαθών και υπηρεσιών,4570000
1032,ΥΠΟΥΡΓΕΙΟ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΑΣΦΑΛΙΣΗΣ,1032-801-0000000,"Ανεξάρτητη Διοικητική Αρχή ""Επιθεώρηση Εργασίας""",31,Πάγια περιουσιακά στοιχεία,262000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Κοινωνικής Συνοχής και Οικογένειας",21,Παροχές σε εργαζομένους,1451000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Κοινωνικής Συνοχής και Οικογένειας",24,Αγορές αγαθών και υπηρεσιών,270000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-201-0000000,Γενική Γραμματεία Κοινωνικής Αλληλεγγύης και Καταπολέμησης της Φτώχειας,21,Παροχές σε εργαζομένους,1889000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-201-0000000,Γενική Γραμματεία Κοινωνικής Αλληλεγγύης και Καταπολέμησης της Φτώχειας,22,Κοινωνικές παροχές,290000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-201-0000000,Γενική Γραμματεία Κοινωνικής Αλληλεγγύης και Καταπολέμησης της Φτώχειας,23,Μεταβιβάσεις,2086906000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-202-0000000,Γενική Γραμματεία Δημογραφικής και Στεγαστικής Πολιτικής,21,Παροχές σε εργαζομένους,1047000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-202-0000000,Γενική Γραμματεία Δημογραφικής και Στεγαστικής Πολιτικής,23,Μεταβιβάσεις,1649023000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-203-0000000,Γενική Γραμματεία Ισότητας και Ανθρωπίνων Δικαιωμάτων,21,Παροχές σε εργαζομένους,1230000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-203-0000000,Γενική Γραμματεία Ισότητας και Ανθρωπίνων Δικαιωμάτων,23,Μεταβιβάσεις,660000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-203-0000000,Γενική Γραμματεία Ισότητας και Ανθρωπίνων Δικαιωμάτων,24,Αγορές αγαθών και υπηρεσιών,256000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-501-0000000,Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Κοινωνικής Συνοχής και Οικογένειας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο,21,Παροχές σε εργαζομένους,1507000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-501-0000000,Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Κοινωνικής Συνοχής και Οικογένειας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο,24,Αγορές αγαθών και υπηρεσιών,3129000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-501-0000000,Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Κοινωνικής Συνοχής και Οικογένειας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο,31,Πάγια περιουσιακά στοιχεία,750000
1034,ΥΠΟΥΡΓΕΙΟ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ ΚΑΙ ΟΙΚΟΓΕΝΕΙΑΣ,1034-901-0000000,Αμοιβές και αποζημιώσεις υπαλλήλων ΝΠΔΔ της Πρόνοιας που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Κοινωνικής Συνοχής και Οικογένειας (εκτός επιχορήγησης),21,Παροχές σε εργαζομένους,38145000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Ανάπτυξης",21,Παροχές σε εργαζομένους,2297000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Ανάπτυξης",24,Αγορές αγαθών και υπηρεσιών,318000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-204-0000000,Γενική Γραμματεία Βιομηχανίας,21,Παροχές σε εργαζομένους,3989000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-204-0000000,Γενική Γραμματεία Βιομηχανίας,23,Μεταβιβάσεις,1900000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-204-0000000,Γενική Γραμματεία Βιομηχανίας,24,Αγορές αγαθών και υπηρεσιών,195000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-204-0000000,Γενική Γραμματεία Βιομηχανίας,31,Πάγια περιουσιακά στοιχεία,4000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-205-0000000,Γενική Γραμματεία Εμπορίου,21,Παροχές σε εργαζομένους,4736000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-205-0000000,Γενική Γραμματεία Εμπορίου,23,Μεταβιβάσεις,151000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-205-0000000,Γενική Γραμματεία Εμπορίου,24,Αγορές αγαθών και υπηρεσιών,1312000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-205-0000000,Γενική Γραμματεία Εμπορίου,29,Πιστώσεις υπό κατανομή,125000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-205-0000000,Γενική Γραμματεία Εμπορίου,31,Πάγια περιουσιακά στοιχεία,94000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-210-0000000,Γενική Γραμματεία Ιδιωτικών Επενδύσεων,21,Παροχές σε εργαζομένους,3096000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-210-0000000,Γενική Γραμματεία Ιδιωτικών Επενδύσεων,24,Αγορές αγαθών και υπηρεσιών,2000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-212-0000000,Γενική Γραμματεία Έρευνας και Καινοτομίας,21,Παροχές σε εργαζομένους,4040000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-212-0000000,Γενική Γραμματεία Έρευνας και Καινοτομίας,23,Μεταβιβάσεις,85026000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-212-0000000,Γενική Γραμματεία Έρευνας και Καινοτομίας,24,Αγορές αγαθών και υπηρεσιών,803000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-212-0000000,Γενική Γραμματεία Έρευνας και Καινοτομίας,29,Πιστώσεις υπό κατανομή,2000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-401-0000000,Διυπηρεσιακή Μονάδα Ελέγχου Αγοράς,21,Παροχές σε εργαζομένους,1911000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-401-0000000,Διυπηρεσιακή Μονάδα Ελέγχου Αγοράς,24,Αγορές αγαθών και υπηρεσιών,127000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ανάπτυξης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",21,Παροχές σε εργαζομένους,6391000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ανάπτυξης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",23,Μεταβιβάσεις,1019000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ανάπτυξης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",24,Αγορές αγαθών και υπηρεσιών,3598000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Ανάπτυξης, οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",31,Πάγια περιουσιακά στοιχεία,75000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής ""Συνήγορος του Καταναλωτή"" που καλύπτονται από τον προϋπολογισμό του Υπουργείου Ανάπτυξης",21,Παροχές σε εργαζομένους,1460000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής ""Συνήγορος του Καταναλωτή"" που καλύπτονται από τον προϋπολογισμό του Υπουργείου Ανάπτυξης",24,Αγορές αγαθών και υπηρεσιών,310000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής ""Συνήγορος του Καταναλωτή"" που καλύπτονται από τον προϋπολογισμό του Υπουργείου Ανάπτυξης",29,Πιστώσεις υπό κατανομή,50000
1036,ΥΠΟΥΡΓΕΙΟ ΑΝΑΠΤΥΞΗΣ,1036-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής ""Συνήγορος του Καταναλωτή"" που καλύπτονται από τον προϋπολογισμό του Υπουργείου Ανάπτυξης",31,Πάγια περιουσιακά στοιχεία,14000
1039,ΥΠΟΥΡΓΕΙΟ ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ,1039-101-0000000,"Γραφεία Υπουργού, Αναπληρωτών Υπουργών, Υφυπουργών, Γενικών και Ειδικών Γραμματέων, Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Υποδομών και Μεταφορών",21,Παροχές σε εργαζομένους,1573000
